data/compact1.txt https://www.compact-online.de/wow-chinesische-soldatinnen-die-schaerfste-waffe-gegen-uncle-sam/ 2018-01-25 |['Jürgen Elsässer'] | Internationale Politik |radically right| None
data/compact3265.txt https://www.compact-online.de/rettet-unser-schweizer-gold/ 2014-11-07 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3266.txt https://www.compact-online.de/interview-mit-willy-wimmer-zur-friedenskonferenz-am-22-11/ 2014-11-06 |['Marc Dassen'] | Aktuell |radically right| None
data/compact3267.txt https://www.compact-online.de/toedlicher-filmschnitt-ein-gang-durch-pasolinis-lebens-raum/ 2014-11-05 |['Harald Harzheim'] | Kultur |radically right| None
data/compact3268.txt https://www.compact-online.de/big-brothers-little-helper/ 2014-11-04 |['Marc Dassen'] | Medien |radically right| None
data/compact3269.txt https://www.compact-online.de/putin-vertrauter-kommt-zur-compact-konferenz-22-11/ 2014-10-30 |['Marc Dassen'] | Aktuell |radically right| None
data/compact3270.txt https://www.compact-online.de/big-brothers-little-helper/ 2014-11-04 |['Marc Dassen'] | Medien |radically right| None
data/compact3271.txt https://www.compact-online.de/putin-vertrauter-kommt-zur-compact-konferenz-22-11/ 2014-10-30 |['Marc Dassen'] | Aktuell |radically right| None
data/compact3272.txt https://www.compact-online.de/buergeraufstand-gegen-salafisten-ist-noetig/ 2014-10-30 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3273.txt https://www.compact-online.de/statt-mehr-demokratie-wagen-abhoeren-und-abzocken/ 2014-10-29 |['Willy Wimmer'] | Medien |radically right| None
data/compact3274.txt https://www.compact-online.de/nach-den-koelner-krawallen-droht-jetzt-angriff-auf-das-demonstrationsrecht/ 2014-10-28 |['Kristin von Appen'] | Aktuell |radically right| None
data/compact3275.txt https://www.compact-online.de/wer-sind-die-salafisten/ 2014-10-27 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3276.txt https://www.compact-online.de/dunkle-wolken-ziehen-auf/ 2014-10-24 |['Willy Wimmer'] | Innenpolitik |radically right| None
data/compact3277.txt https://www.compact-online.de/die-tuecken-der-muetterrente/ 2014-10-24 |['Gast Autor'] | Wirtschaft |radically right| None
data/compact3278.txt https://www.compact-online.de/mehr-kriegsschiffe-unter-der-aufgehenden-sonne-chinas-nachbarn-ruesten-auf/ 2014-10-23 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3279.txt https://www.compact-online.de/total-normal/ 2014-10-22 |['Wolfgang Eggert'] | Innenpolitik |radically right| None
data/compact3280.txt https://www.compact-online.de/kuscheln-mit-killerviren/ 2014-10-22 |['Harald Harzheim'] | Kultur |radically right| None
data/compact3281.txt https://www.compact-online.de/franzoesischer-stargast-auf-der-compact-friedenskonferenz-claude-goasguen/ 2014-10-21 |['Marc Dassen'] | Aktuell |radically right| None
data/compact3282.txt https://www.compact-online.de/lyrischer-querkopf-oskar-freysinger-spricht-auf-der-compact-friedenskonferenz/ 2014-10-21 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3283.txt https://www.compact-online.de/panzerrhetorik-im-reichstag-2/ 2014-10-21 |['Willy Wimmer'] | Innenpolitik |radically right| None
data/compact3284.txt https://www.compact-online.de/schoener-sterben-mit-scarlett-johannsson-lucy-und-under-the-skin/ 2014-10-21 |['Harald Harzheim'] | Kultur |radically right| None
data/compact3285.txt https://www.compact-online.de/amnesty-beweise-fuer-kriegsverbrechen-durch-ukrainische-milizen/ 2014-10-20 |['Kristin von Appen'] | Innenpolitik |radically right| None
data/compact3286.txt https://www.compact-online.de/anschlag-gegen-kopten-in-berlin/ 2014-10-20 |['Gast Autor'] | Kultur |radically right| None
data/compact3287.txt https://www.compact-online.de/kaemmerer-mit-ambitionen-ulrich-nussbaum-tritt-ab/ 2014-10-17 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3288.txt https://www.compact-online.de/schwere-wasser/ 2014-10-16 |['Willy Wimmer'] | Internationale Politik |radically right| None
data/compact3289.txt https://www.compact-online.de/noch-eine-chance-fuer-die-liberalen/ 2014-10-14 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3290.txt https://www.compact-online.de/verfemung-der-mahnwachen-unterwerfung-oder-widerstand/ 2014-10-10 |['Arne Fischer'] | Medien |radically right| None
data/compact3291.txt https://www.compact-online.de/leipziger-selbstermaechtigung/ 2014-10-09 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3292.txt https://www.compact-online.de/ditfurth-fuerchtet-prozessniederlage-gegen-elsaesser/ 2014-10-09 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3293.txt https://www.compact-online.de/f-35-stuerzt-ab/ 2014-10-06 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3294.txt https://www.compact-online.de/putin-kommt/ 2014-10-06 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3295.txt https://www.compact-online.de/flinten-uschi-will-kampftruppen-die-ostukraine-schicken/ 2014-10-05 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3296.txt https://www.compact-online.de/niemand-hat-die-absicht-der-regierung-zu-unterstellen-dass-sie-die-lage-beherrscht/ 2014-10-04 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3297.txt https://www.compact-online.de/ditfurth-mit-der-antisemitismuskeule-gegen-elsaesser-und-compact/ 2014-10-02 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3298.txt https://www.compact-online.de/3-oktober-tag-der-deutschen-einheit/ 2014-10-02 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3299.txt https://www.compact-online.de/nein-herr-schulz-das-war-wirklich-keine-sternstunde-der-demokratie/ 2014-10-02 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3300.txt https://www.compact-online.de/wird-der-osten-blutrot/ 2014-10-01 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3301.txt https://www.compact-online.de/wissenschaftlerin-beweist-polemische-berichterstattung-ueber-putin/ 2014-09-29 |['Gast Autor'] | Medien |radically right| None
data/compact3302.txt https://www.compact-online.de/ein-fuehrer-nicht-schon-wieder/ 2014-09-29 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3303.txt https://www.compact-online.de/germanleaks-whistleblower-veroeffentlichen-geheime-nsu-akten/ 2014-09-25 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3304.txt https://www.compact-online.de/der-frieden-ist-das-wichtigste-ergebnis/ 2014-09-25 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3305.txt https://www.compact-online.de/kinderarbeit-unter-dem-deckmantel-der-bildung/ 2014-09-24 |['Gast Autor'] | Wirtschaft |radically right| None
data/compact3306.txt https://www.compact-online.de/verkuerzte-kindheit-ein-rueckschritt/ 2014-09-24 |['Gast Autor'] | Kultur |radically right| None
data/compact3307.txt https://www.compact-online.de/scotland-brave/ 2014-09-24 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3308.txt https://www.compact-online.de/jobangebot-moeratorin-oder-moderator-bei-compact-tv/ 2014-09-22 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3309.txt https://www.compact-online.de/kommentar-schottland-und-die-wahl/ 2014-09-17 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3310.txt https://www.compact-online.de/eu-bruessel-ist-ausser-rand-und-band/ 2014-09-17 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3311.txt https://www.compact-online.de/wiederholungstaeter-afd-stimmt-im-europaaprlament-fuer-eu-assoziierung-der-ukraine/ 2014-09-17 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3312.txt https://www.compact-online.de/woher-diese-giftigkeit-warum-die-souveraenitaet-ein-butes-tuch-ist/ 2014-09-16 |['Arne Fischer'] | Kultur |radically right| None
data/compact3313.txt https://www.compact-online.de/die-ukraine-wird-vom-westen-als-instrument-benutzt/ 2014-09-16 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3314.txt https://www.compact-online.de/dokumentation-geben-sie-endlich-den-menschen-eine-chance-auf-frieden/ 2014-09-14 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3315.txt https://www.compact-online.de/staaten-die-gebiete-annektieren-werden-unter-den-schutz-der-deutschen-staatsraison-gestellt/ 2014-09-14 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3316.txt https://www.compact-online.de/baden-fuer-den-frieden-montag-startet-die-erste-compact-leserreise/ 2014-09-10 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3317.txt https://www.compact-online.de/nsu-uns-als-wahrheit-verkauft-wurde-stimmt-nicht/ 2014-09-10 |['Gast Autor'] | Medien |radically right| None
data/compact3318.txt https://www.compact-online.de/von-hunne-zu-hunne/ 2014-09-09 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3319.txt https://www.compact-online.de/landwehr-die-lugansker-und-donezker-republiken-sind-von-militaers-angegriffen-worden/ 2014-09-09 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3320.txt https://www.compact-online.de/schulterschluss-globalisten-und-internationalisten-gegen-buergerliche-souveraenitaet/ 2014-09-04 |['Arne Fischer'] | Wirtschaft |radically right| None
data/compact3321.txt https://www.compact-online.de/mainstream-medien-den-pranger/ 2014-09-04 |['Gast Autor'] | Medien |radically right| None
data/compact3322.txt https://www.compact-online.de/technik-und-souveraenitaet/ 2014-09-03 |['Gast Autor'] | Kultur |radically right| None
data/compact3323.txt https://www.compact-online.de/kriegsziel-jetzt-schon-erreicht/ 2014-09-03 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3324.txt https://www.compact-online.de/afd-ante-portas/ 2014-09-03 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3325.txt https://www.compact-online.de/vor-dem-nato-gipfel-wales-stoppt-die-nato-jetzt/ 2014-09-03 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3326.txt https://www.compact-online.de/afd-siegt-sachsen/ 2014-09-02 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3327.txt https://www.compact-online.de/dokumentation-die-zollunion-ist-entscheidender-aussenhandelspartner-der-ukraine/ 2014-08-31 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact3328.txt https://www.compact-online.de/mossad-gegen-moellemann/ 2014-08-30 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3329.txt https://www.compact-online.de/schlammschlacht-der-medien-gegen-afd-sachsen/ 2014-08-29 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3330.txt https://www.compact-online.de/compact-aufkleber-fuer-die-wahrheit/ 2014-08-28 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3331.txt https://www.compact-online.de/klein-und-zaeh-sachsens-afd-spitzenkandidatin-frauke-petry-im-portraet/ 2014-08-28 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3332.txt https://www.compact-online.de/russlandpolitik-zerreissprobe-fuer-die-afd/ 2014-08-23 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3333.txt https://www.compact-online.de/compact-und-rt-deutsch-gemeinsam-gegen-die-luegen/ 2014-08-23 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3334.txt https://www.compact-online.de/deutschen-waffen-soll-nahost-genesen/ 2014-08-22 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3335.txt https://www.compact-online.de/amerika-und-die-islamisten/ 2014-08-21 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3336.txt https://www.compact-online.de/eu-der-wahnsinn-hat-methode/ 2014-08-18 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3337.txt https://www.compact-online.de/gaullist-politiker-abenteurer-zum-tod-von-peter-scholl-latour/ 2014-08-17 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3338.txt https://www.compact-online.de/dihk-unternehmen-werden-sanktionen-gegen-russland-umgehen/ 2014-08-14 |['Martin Müller-Mertens'] | Wirtschaft |radically right| None
data/compact3339.txt https://www.compact-online.de/ard-anstalten-gestehen-jahrelange-manipulationen-von-zuschauerumfragen-ein/ 2014-08-14 |['Martin Müller-Mertens'] | Medien |radically right| None
data/compact3340.txt https://www.compact-online.de/die-schlaechter-der-im-nordirak-agieren-nach-dem-vorbild-der-taliban/ 2014-08-13 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3341.txt https://www.compact-online.de/angriff-auf-den-kontinent/ 2014-08-12 |['Gast Autor'] | Wirtschaft |radically right| None
data/compact3342.txt https://www.compact-online.de/ein-stueck-aus-dem-tollhaus/ 2014-08-08 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3343.txt https://www.compact-online.de/wann-beginnt-der-europaeische-krieg/ 2014-08-07 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3344.txt https://www.compact-online.de/interview-wirtschaftsspionage-nicht-ausgeschlossen/ 2014-08-06 |['Martin Müller-Mertens'] | Wirtschaft |radically right| None
data/compact3345.txt https://www.compact-online.de/hoert-endlich-auf-damit-den-krieg-zu-wollen/ 2014-08-04 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3346.txt https://www.compact-online.de/tragoedien-als-moderne-sanktionsbeschleuniger/ 2014-08-01 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3347.txt https://www.compact-online.de/netanjahu-will-die-palaestinensische-einheit-zerstoeren/ 2014-08-01 |['Gast Autor'] | Aktuell |radically right| None
data/compact3348.txt https://www.compact-online.de/putin-ist-allem-schuld/ 2014-07-31 |['Gast Autor'] | Kultur |radically right| None
data/compact3349.txt https://www.compact-online.de/interview-zu-russland-sanktionen-wir-brauchen-keine-neue-eiszeit/ 2014-07-30 |['Martin Müller-Mertens'] | Wirtschaft |radically right| None
data/compact3350.txt https://www.compact-online.de/putin-ist-allem-schuld/ 2014-07-31 |['Gast Autor'] | Kultur |radically right| None
data/compact3351.txt https://www.compact-online.de/interview-zu-russland-sanktionen-wir-brauchen-keine-neue-eiszeit/ 2014-07-30 |['Martin Müller-Mertens'] | Wirtschaft |radically right| None
data/compact3352.txt https://www.compact-online.de/nahost-das-sterben-geht-weiter/ 2014-07-30 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact3353.txt https://www.compact-online.de/verrat-snowden-jetzt-raet-spd-maas-whistleblower-zur-rueckkehr-die-usa/ 2014-07-29 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3354.txt https://www.compact-online.de/es-macht-spass-ein-paar-leute-zu-erschiessen/ 2014-07-28 |['Gast Autor'] | Kultur |radically right| None
data/compact3355.txt https://www.compact-online.de/hunnen-propaganda-jetzt-reicht-es/ 2014-07-28 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3356.txt https://www.compact-online.de/viel-medien-lob-fuer-juergen-elsaesser/ 2014-07-25 |['Martin Müller-Mertens'] | Medien |radically right| None
data/compact3357.txt https://www.compact-online.de/julikrise-2014/ 2014-07-25 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3358.txt https://www.compact-online.de/wer-hat-flug-mh17-vom-himmel-geholt/ 2014-07-24 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3359.txt https://www.compact-online.de/die-europaeische-union-bevorzugt-die-schiefe-ebene-und-sieht-die-tragoedie-der-ukraine-als-zwischenschritt/ 2014-07-23 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3360.txt https://www.compact-online.de/war-mh17-menschlicher-schutzschild-der-ukrainischen-armee/ 2014-07-22 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3361.txt https://www.compact-online.de/flug-mh17-mahnen-uns-die-toten-wirklich/ 2014-07-21 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3362.txt https://www.compact-online.de/demonstration-auf-dem-alex/ 2014-07-19 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3363.txt https://www.compact-online.de/bilderstrecke-erste-bundesweite-friedensmahnwache-berlin/ 2014-07-19 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3364.txt https://www.compact-online.de/nsu-prozess-vor-zschaepge-aussage-wende-nach-128-tage-ohne-ergebnis/ 2014-07-17 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3365.txt https://www.compact-online.de/19-7-berlin-elsaesser-spricht-auf-bundesweiter-friedensdemo/ 2014-07-16 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3366.txt https://www.compact-online.de/compact-exklusiv-die-herren-vom-osi-interessierte-mein-deutscher-pass-nicht/ 2014-07-16 |['Martin Müller-Mertens'] | Kultur |radically right| None
data/compact3367.txt https://www.compact-online.de/compact-exklusiv-margarita-seidler-berichtet-aus-donzek/ 2014-07-15 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3368.txt https://www.compact-online.de/alarmstufe-rot/ 2014-07-14 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3369.txt https://www.compact-online.de/ueberall-gewalt-aber-ein-neuer-nomos/ 2014-07-09 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3370.txt https://www.compact-online.de/zur-forderung-nach-einem-bedingungslosen-grundeinkommen/ 2014-07-09 |['Esmiralda Sturm'] | Wirtschaft |radically right| None
data/compact3371.txt https://www.compact-online.de/us-maulwurf-im-bnd-handygates-fortsetzung/ 2014-07-07 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3372.txt https://www.compact-online.de/wurmfortsatz-der-nsa-us-dienste-erhielten-geheime-bundestags-unterlagen-direkt-aus-der-bnd-zentrale/ 2014-07-06 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3373.txt https://www.compact-online.de/exklusiv-interview-die-leute-wissen-dass-sie-jeden-moment-sterben-koennen/ 2014-07-05 |['Esmiralda Sturm'] | Aktuell |radically right| None
data/compact3374.txt https://www.compact-online.de/dem-bezirk-wird-erlaubt-behoerden-kapitulieren-vor-schulbesetzer-berlin-kreuzberg/ 2014-07-04 |['Martin Müller-Mertens'] | Kultur |radically right| None
data/compact3375.txt https://www.compact-online.de/krieg-unserer-zeit-eine-deutsche-partei-ergreift-partei-fuer-den-krieg/ 2014-07-04 |['Gast Autor'] | Innenpolitik |radically right| None
data/compact3376.txt https://www.compact-online.de/putin-souveraenitaet-statt-aufgedraengtem-diktat/ 2014-07-03 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact3377.txt https://www.compact-online.de/interview-deutsche-interbrigadistin-im-donbass/ 2014-07-03 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3378.txt https://www.compact-online.de/cameron-allein-zu-haus/ 2014-07-02 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3379.txt https://www.compact-online.de/krieg-fuer-menschenrechte/ 2014-07-01 |['Dr. Hartmut Grebe'] | Kultur |radically right| None
data/compact3380.txt https://www.compact-online.de/die-schlafwandler-werden-zu-traumtaenzern/ 2014-06-30 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3381.txt https://www.compact-online.de/das-versailler-diktat-die-von-der-alleinkriegsschuld-und-die-fatalen-folgen/ 2014-06-29 |['Esmiralda Sturm'] | Aktuell |radically right| None
data/compact3382.txt https://www.compact-online.de/die-compact-russland-trilogie/ 2014-06-28 |['COMPACT-Shop'] | 2014 Friedenskonferenz |radically right| None
data/compact3383.txt https://www.compact-online.de/wie-effektiv-ist-die-osze-der-ukraine/ 2014-06-27 |['Gast Autor'] | 2014 Friedenskonferenz |radically right| None
data/compact3384.txt https://www.compact-online.de/bnd-schoepfte-frankfurter-internetknoten-fuer-nsa-ab-die-letzte-spitze-eines-hohen-eisberges/ 2014-06-26 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3385.txt https://www.compact-online.de/krawalle-kreuzberg-besetzte-fluechtlings-schule-wird-leergezogen/ 2014-06-25 |['Martin Müller-Mertens'] | Kultur |radically right| None
data/compact3386.txt https://www.compact-online.de/us-behoerden-erhalten-zugriff-auf-deutsche-fingerabdruecke-und-dna-daten/ 2014-06-24 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3387.txt https://www.compact-online.de/exklusiv-rt-bald-auf-deutsch/ 2014-06-23 |['Martin Müller-Mertens'] | Medien |radically right| None
data/compact3388.txt https://www.compact-online.de/bedrohungspotentiale-und-assabiyya/ 2014-06-22 |['Gast Autor'] | Internationale Politik |radically right| None
data/compact3389.txt https://www.compact-online.de/wir-deutsche-sitzen-inmitten-dieser-misere/ 2014-06-21 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3390.txt https://www.compact-online.de/ein-objektives-bild-machen-compact-edition-mit-wladimir-putins-reden-die-deutschen-berlin-praesentiert/ 2014-06-20 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3391.txt https://www.compact-online.de/kehrtwende-gegenueber-teheran-graue-eminenz-liz-mohn-lobt-den-iran/ 2014-06-19 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3392.txt https://www.compact-online.de/interview-us-armee-missbraucht-humanitaere-helfer-im-kampf-gegen-den-terror/ 2014-06-17 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3393.txt https://www.compact-online.de/deutsches-entwicklungshilfe-geld-fuer-kolumbiens-geheimdienste/ 2014-06-16 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact3394.txt https://www.compact-online.de/compact-live-donnerstag-wladimir-putin-im-originalton-reden-die-deutschen-und-gegen-die-luegen/ 2014-06-16 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3395.txt https://www.compact-online.de/krimreise/ 2014-06-13 |['Terminankündigung'] | Kultur |radically right| None
data/compact3396.txt https://www.compact-online.de/paranoia-porno-propaganda/ 2014-06-12 |['Online-Autor'] | Kultur |radically right| None
data/compact3397.txt https://www.compact-online.de/afd-schliesst-sich-eu-reformisten/ 2014-06-12 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3398.txt https://www.compact-online.de/mdr-fernsehen-erklaert-compct-chefredakteur-juergen-elsaesser-zum-propheten/ 2014-06-12 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3399.txt https://www.compact-online.de/wahlfaelschungen-berliner-endergebnis-nach-eu-wahl-muss-korrigiert-werden/ 2014-06-11 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3400.txt https://www.compact-online.de/die-skala-der-sanktionen-gegen-russland-nach-oben-ist-offen/ 2014-06-11 |['Salwa Amin'] | 2014 Friedenskonferenz |radically right| None
data/compact3401.txt https://www.compact-online.de/blutbad-der-ostukraine-und-das-schweigen-der-deutschen-medien/ 2014-06-04 |['COMPACT-Magazin'] | 2014 Friedenskonferenz |radically right| None
data/compact3402.txt https://www.compact-online.de/friedensnobelpreis-oder-falscher-fuffziger/ 2014-05-30 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3403.txt https://www.compact-online.de/totalitaere-charaktertypen/ 2014-05-29 |['Arne Fischer'] | Medien |radically right| None
data/compact3404.txt https://www.compact-online.de/compact-chefredakteur-juergen-elsaesser-siegt-vor-gericht-gegen-jutta-ditfurth/ 2014-05-28 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3405.txt https://www.compact-online.de/fuer-den-frieden-gegen-den-nato-faschismus-elsaessers-rede-auf-der-montagsdemo-erfurt/ 2014-05-27 |['Jürgen Elsässer'] | 2014 Friedenskonferenz |radically right| None
data/compact3406.txt https://www.compact-online.de/prinz-bauer-jungfrau-und-jetzt-erdogan/ 2014-05-24 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3407.txt https://www.compact-online.de/hoffnung-auf-die-stille-diplomatie/ 2014-05-24 |['Salwa Amin'] | 2014 Friedenskonferenz |radically right| None
data/compact3408.txt https://www.compact-online.de/compact-live-video-ostukraine-krieg-gegen-die-russen/ 2014-05-23 |['Jürgen Elsässer'] | Aktuell |radically right| None
data/compact3409.txt https://www.compact-online.de/die-krisen-und-alternative-medien/ 2014-05-23 |['Gast Autor'] | Medien |radically right| None
data/compact3410.txt https://www.compact-online.de/flughafenrebell-schulze-fehlbesetzung-mehdorn-handelt-frech-grotesk-und-ueberheblich/ 2014-05-21 |['Martin Müller-Mertens'] | Wirtschaft |radically right| None
data/compact3411.txt https://www.compact-online.de/mainstream-medien-starten-neue-hass-attacke-gegen-den-frieden/ 2014-05-20 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3412.txt https://www.compact-online.de/frieden-europa-wir-muessen-es-nur-wollen/ 2014-05-20 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3413.txt https://www.compact-online.de/19-6-berlin-compact-live-praesentation-der-compact-edition-wladimir-putin-reden-die-deutschen/ 2014-05-16 |['Terminankündigung'] | Aktuell |radically right| None
data/compact3414.txt https://www.compact-online.de/frieden-europa-wir-muessen-es-nur-wollen/ 2014-05-20 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3415.txt https://www.compact-online.de/19-6-berlin-compact-live-praesentation-der-compact-edition-wladimir-putin-reden-die-deutschen/ 2014-05-16 |['Terminankündigung'] | Aktuell |radically right| None
data/compact3416.txt https://www.compact-online.de/die-tuerkei-weint-erdogan-spottet/ 2014-05-16 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3417.txt https://www.compact-online.de/juergen-elsaesser-begeistert-berlin-pankow/ 2014-05-15 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3418.txt https://www.compact-online.de/eu-politiker-elmar-brok-droht-russland/ 2014-05-14 |['Martin Müller-Mertens'] | Innenpolitik |radically right| None
data/compact3419.txt https://www.compact-online.de/der-europaeische-krieg-der-ursache-fuer-alles-andere-sein-wird/ 2014-05-12 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3420.txt https://www.compact-online.de/aus-deutscher-sicht-liegt-putin-richtig-nato-hat-ihre-grenzen-gesprengt/ 2014-05-09 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3421.txt https://www.compact-online.de/interview-ukraine-ist-der-kampfplatz-fuer-usa-und-russland/ 2014-05-08 |['Martin Müller-Mertens'] | Internationale Politik |radically right| None
data/compact3422.txt https://www.compact-online.de/die-anstalt-erklaert-die-zugrundeliegenden-strukturen/ 2014-05-07 |['COMPACT-Magazin'] | Medien |radically right| None
data/compact3423.txt https://www.compact-online.de/snowden-affaere-compact-veroeffentlicht-drohungen-der-us-justiz/ 2014-05-03 |['COMPACT-Magazin'] | Internationale Politik |radically right| None
data/compact3424.txt https://www.compact-online.de/kiewer-machthaber-treiben-zum-buergerkrieg-dutzende-demonstranten-verbrennen-odessa/ 2014-05-03 |['Martin Müller-Mertens'] | Aktuell |radically right| None
data/compact3425.txt https://www.compact-online.de/snowden-befragung-us-anwaelte-drohen-deutschen-abgeordneten-mit-verhaftung/ 2014-05-02 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
data/compact3426.txt https://www.compact-online.de/kein-blut-fuer-uschi/ 2014-04-30 |['Jürgen Elsässer'] | Innenpolitik |radically right| None
data/compact3427.txt https://www.compact-online.de/sie-sind-klassische-schreibtischtaeter-die-faulheit-voneinander-abschreiben/ 2014-04-30 |['COMPACT-Magazin'] | Medien |radically right| None
data/compact3428.txt https://www.compact-online.de/es-geht-um-unsere-freiheit/ 2014-04-29 |['Salwa Amin'] | Internationale Politik |radically right| None
data/compact3429.txt https://www.compact-online.de/exklusiv-compact-tv-talk-mit-kommandanten-der-volksrepublik-donetzk/ 2014-04-29 |['COMPACT-Magazin'] | Aktuell |radically right| None
data/compact3430.txt https://www.compact-online.de/staatsrechtler-schachtschneider-sezessionen-der-ukraine-entsprechen-voelkerrecht/ 2014-04-29 |['COMPACT-Magazin'] | Innenpolitik |radically right| None
